"musicshow","id_artist","date","musicname","id_musicvideo"
musicbank,76,"2018-05-11",Time for the Moon Night,2527
musiccore,76,"2018-05-12",Time for the Moon Night,2527
inkigayo,76,"2018-05-13",Time for the Moon Night,2527
showchampion,76,"2018-05-16",Time for the Moon Night,2527
musicbank,76,"2018-05-18",Time for the Moon Night,2527
musiccore,76,"2018-05-19",Time for the Moon Night,2527
inkigayo,76,"2018-05-20",Time for the Moon Night,2527
theshow,292,"2018-05-22",Latata,2526
countdown,292,"2018-05-24",Latata,2526
musicbank,40,"2018-05-25",Fake Love,2532
musiccore,40,"2018-05-26",Fake Love,2532
inkigayo,40,"2018-05-27",Fake Love,2532
theshow,292,"2018-05-29",Latata,2526
showchampion,40,"2018-05-30",Fake Love,2532
countdown,40,"2018-05-31",Fake Love,2532
musicbank,40,"2018-06-01",Fake Love,2532
musiccore,40,"2018-06-02",Fake Love,2532
inkigayo,40,"2018-06-03",Fake Love,2532
theshow,172,"2018-06-05",I Want You,2580
countdown,40,"2018-06-07",Fake Love,2532
musicbank,40,"2018-06-08",Fake Love,2532
musiccore,40,"2018-06-09",Fake Love,2532
inkigayo,40,"2018-06-10",Fake Love,2532
theshow,265,"2018-06-12",Light,2578
showchampion,265,"2018-06-13",Light,2578
countdown,265,"2018-06-14",Light,2578
musicbank,265,"2018-06-15",Light,2578
musiccore,265,"2018-06-16",Light,2578
inkigayo,291,"2018-06-17",Travel,2551
showchampion,265,"2018-06-20",Light,2578
countdown,172,"2018-06-21",I Want You,2580
musicbank,265,"2018-06-22",Light,2578
musiccore,31,"2018-06-23",Ddu-du Ddu-du,2582
inkigayo,31,"2018-06-24",Ddu-du Ddu-du,2582
theshow,541,"2018-06-26",Sunset,5276
showchampion,38,"2018-06-27",Only one for me,2629
countdown,31,"2018-06-28",Ddu-du Ddu-du,2582
musicbank,31,"2018-06-29",Ddu-du Ddu-du,2582
musiccore,31,"2018-06-30",Ddu-du Ddu-du,2582
inkigayo,31,"2018-07-01",Ddu-du Ddu-du,2582
theshow,38,"2018-07-03",Only one for me,2629
countdown,31,"2018-07-05",Ddu-du Ddu-du,2582
musicbank,302,"2018-07-06",Dejavu,2608
musiccore,31,"2018-07-07",Ddu-du Ddu-du,2582
inkigayo,31,"2018-07-08",Ddu-du Ddu-du,2582
theshow,18,"2018-07-10",I'm so sick,2664
showchampion,18,"2018-07-11",I'm so sick,2664
countdown,31,"2018-07-12",Ddu-du Ddu-du,2582
musicbank,18,"2018-07-13",I'm so sick,2664
musiccore,31,"2018-07-14",Ddu-du Ddu-du,2582
inkigayo,18,"2018-07-15",I'm so sick,2664
theshow,18,"2018-07-17",I'm so sick,2664
showchampion,208,"2018-07-18",Dance the Night Away,2700
countdown,208,"2018-07-19",Dance the Night Away,2700
musicbank,208,"2018-07-20",Dance the Night Away,2700
musiccore,208,"2018-07-21",Dance the Night Away,2700
inkigayo,208,"2018-07-22",Dance the Night Away,2700
theshow,138,"2018-07-24",Egotistic,2711
showchampion,171,"2018-07-25",Oh My!,2712
countdown,171,"2018-07-26",Oh My!,2712
musicbank,171,"2018-07-27",Oh My!,2712
inkigayo,208,"2018-07-29",Dance the Night Away,2700
countdown,138,"2018-08-02",Egotistic,2711
musicbank,208,"2018-08-03",Dance the Night Away,2700
musiccore,208,"2018-08-04",Dance the Night Away,2700
inkigayo,208,"2018-08-05",Dance the Night Away,2700
theshow,419,"2018-08-07",Touch & Sketch,3726
countdown,95,"2018-08-09",Killing me,2795
musicbank,422,"2018-08-10",Way back home,5175
musiccore,208,"2018-08-11",Dance the Night Away,2700
inkigayo,225,"2018-08-12",SoulMate,2750
theshow,55,"2018-08-14",WooWoo,2858
showchampion,165,"2018-08-15",Power Up,2805
musicbank,165,"2018-08-17",Power Up,2805
musiccore,165,"2018-08-18",Power Up,2805
inkigayo,165,"2018-08-19",Power Up,2805
theshow,165,"2018-08-21",Power Up,2805
showchampion,165,"2018-08-22",Power Up,2805
countdown,165,"2018-08-23",Power Up,2805
musicbank,165,"2018-08-24",Power Up,2805
inkigayo,165,"2018-08-26",Power Up,2805
showchampion,292,"2018-08-29",Hann,2883
countdown,165,"2018-08-30",Power Up,2805
musicbank,40,"2018-08-31",Idol,2908
inkigayo,40,"2018-09-02",Idol,2908
theshow,292,"2018-09-04",Hann,2883
showchampion,40,"2018-09-05",Idol,2908
countdown,292,"2018-09-06",Hann,2883
musicbank,40,"2018-09-07",Idol,2908
inkigayo,40,"2018-09-09",Idol,2908
theshow,408,"2018-09-11",If only you are fine,3680
showchampion,40,"2018-09-12",Idol,2908
countdown,268,"2018-09-13",Siren,2924
musicbank,40,"2018-09-14",Idol,2908
inkigayo,40,"2018-09-16",Idol,2908
theshow,152,"2018-09-18",Remember Me,2959
showchampion,268,"2018-09-19",Siren,2924
countdown,268,"2018-09-20",Siren,2924
musicbank,268,"2018-09-21",Siren,2924
musiccore,268,"2018-09-22",Siren,2924
inkigayo,268,"2018-09-23",Siren,2924
theshow,80,"2018-09-25",Lullaby,2967
countdown,80,"2018-09-27",Lullaby,2967
musicbank,80,"2018-09-28",Lullaby,2967
musiccore,80,"2018-09-29",Lullaby,2967
inkigayo,80,"2018-09-30",Lullaby,2967
theshow,218,"2018-10-02","Save me, Save you",2972
showchampion,80,"2018-10-03",Lullaby,2967
countdown,80,"2018-10-04",Lullaby,2967
musicbank,80,"2018-10-05",Lullaby,2967
musiccore,132,"2018-10-06",There has never been a day I haven't loved you,6563
inkigayo,132,"2018-10-07",There has never been a day I haven't loved you,6563
theshow,178,"2018-10-09",All Night,2996
showchampion,95,"2018-10-10",Goodbye Road,2992
countdown,95,"2018-10-11",Goodbye Road,2992
musicbank,95,"2018-10-12",Goodbye Road,2992
musiccore,95,"2018-10-13",Goodbye Road,2992
inkigayo,95,"2018-10-14",Goodbye Road,2992
theshow,148,"2018-10-16",Regular,3010
showchampion,95,"2018-10-17",Goodbye Road,2992
countdown,95,"2018-10-18",Goodbye Road,2992
musicbank,98,"2018-10-19",BbiBbi,3002
musiccore,98,"2018-10-20",BbiBbi,3002
inkigayo,98,"2018-10-21",BbiBbi,3002
theshow,148,"2018-10-23",Regular,3010
countdown,148,"2018-10-25",Regular,3010
musicbank,148,"2018-10-26",Regular,3010
musiccore,98,"2018-10-27",BbiBbi,3002
inkigayo,98,"2018-10-28",BbiBbi,3002
theshow,143,"2018-10-30",Shoot Out,3040
showchampion,143,"2018-10-31",Shoot Out,3040
countdown,143,"2018-11-01",Shoot Out,3040
musicbank,143,"2018-11-02",Shoot Out,3040
musiccore,98,"2018-11-03",BbiBbi,3002
inkigayo,98,"2018-11-04",BbiBbi,3002
countdown,337,"2018-11-08",La Vie en Rose,3063
musicbank,61,"2018-11-09",Tempo,3095
inkigayo,406,"2018-11-11",Me After You,3657
theshow,337,"2018-11-13",La Vie en Rose,3063
showchampion,208,"2018-11-14",Yes or Yes,3137
countdown,208,"2018-11-15",Yes or Yes,3137
musicbank,61,"2018-11-16",Tempo,3095
inkigayo,208,"2018-11-18",Yes or Yes,3137
theshow,337,"2018-11-20",La Vie en Rose,3063
showchampion,208,"2018-11-21",Yes or Yes,3137
musicbank,38,"2018-11-23",Beautiful Pain,3216
inkigayo,366,"2018-11-25",Solo,3215
theshow,265,"2018-11-27",Spring Breeze,3262
showchampion,265,"2018-11-28",Spring Breeze,3262
countdown,265,"2018-11-29",Spring Breeze,3262
musicbank,265,"2018-11-30",Spring Breeze,3262
musiccore,265,"2018-12-01",Spring Breeze,3262
inkigayo,366,"2018-12-02",Solo,3215
theshow,265,"2018-12-04",Spring Breeze,3262
showchampion,265,"2018-12-05",Spring Breeze,3262
countdown,379,"2018-12-06",Fiancé,3336
musicbank,302,"2018-12-07",Help Me,3329
musiccore,379,"2018-12-08",Fiancé,3336
inkigayo,379,"2018-12-09",Fiancé,3336
showchampion,379,"2018-12-12",Fiancé,3336
musicbank,80,"2018-12-14",Miracle,3511
musiccore,379,"2018-12-15",Fiancé,3336
inkigayo,366,"2018-12-16",Solo,3215
showchampion,379,"2018-12-19",Fiancé,3336
musicbank,61,"2018-12-21",Love Shot,3605
musiccore,61,"2018-12-22",Love Shot,3605
inkigayo,403,"2018-12-23","180 Degree",3639
countdown,217,"2018-12-27",Millions,3631
musicbank,61,"2018-12-28",Love Shot,3605
inkigayo,217,"2018-12-30",Millions,3631
countdown,217,"2019-01-03",Millions,3631
musicbank,61,"2019-01-04",Tempo,3095
musiccore,217,"2019-01-05",Millions,3631
inkigayo,217,"2019-01-06",Millions,3631
showchampion,312,"2019-01-09",Gotta Go,3847
countdown,312,"2019-01-10",Gotta Go,3847
musicbank,217,"2019-01-11",Millions,3631
musiccore,312,"2019-01-12",Gotta Go,3847
inkigayo,312,"2019-01-13",Gotta Go,3847
showchampion,18,"2019-01-16",응응,3887
countdown,18,"2019-01-17",응응,3887
musicbank,312,"2019-01-18",Gotta Go,3847
musiccore,312,"2019-01-19",Gotta Go,3847
inkigayo,18,"2019-01-20",응응,3887
theshow,76,"2019-01-22",Sunrise,3900
showchampion,76,"2019-01-23",Sunrise,3900
countdown,76,"2019-01-24",Sunrise,3900
musicbank,76,"2019-01-25",Sunrise,3900
musiccore,76,"2019-01-26",Sunrise,3900
inkigayo,76,"2019-01-27",Sunrise,3900
theshow,20,"2019-01-29",All Night,3914
showchampion,171,"2019-01-30",Home,3925
countdown,171,"2019-01-31",Home,3925
musicbank,171,"2019-02-01",Home,3925
musiccore,171,"2019-02-02",Home,3925
inkigayo,171,"2019-02-03",Home,3925
countdown,171,"2019-02-07",Home,3925
musicbank,171,"2019-02-08",Home,3925
inkigayo,489,"2019-02-10",Fire up,4351
theshow,45,"2019-02-12",No,3951
showchampion,171,"2019-02-13",Home,3925
countdown,171,"2019-02-14",Home,3925
musicbank,171,"2019-02-15",Home,3925
musiccore,312,"2019-02-16",Gotta Go,3847
inkigayo,489,"2019-02-17",Fire up,4351
theshow,45,"2019-02-19",No,3951
showchampion,198,"2019-02-20",Want,3975
countdown,460,"2019-02-21",Dalla dalla,3976
musicbank,198,"2019-02-22",Want,3975
musiccore,460,"2019-02-23",Dalla dalla,3976
inkigayo,460,"2019-02-24",Dalla dalla,3976
theshow,143,"2019-02-26",Alligator,4095
showchampion,143,"2019-02-27",Alligator,4095
countdown,143,"2019-02-28",Alligator,4095
musicbank,143,"2019-03-01",Alligator,4095
musiccore,287,"2019-03-02",Twit,3982
inkigayo,460,"2019-03-03",Dalla dalla,3976
theshow,341,"2019-03-05",Rooftop,3852
showchampion,292,"2019-03-06",Senorita,4096
countdown,460,"2019-03-07",Dalla dalla,3976
musicbank,460,"2019-03-08",Dalla dalla,3976
musiccore,460,"2019-03-09",Dalla dalla,3976
inkigayo,460,"2019-03-10",Dalla dalla,3976
theshow,465,"2019-03-12",Crown,4030
showchampion,461,"2019-03-13",Bird,4010
countdown,465,"2019-03-14",Crown,4030
musicbank,460,"2019-03-15",Dalla dalla,3976
musiccore,287,"2019-03-16",Twit,3982
inkigayo,341,"2019-03-17",Rooftop,3852
theshow,138,"2019-03-19",Gogobebe,4039
showchampion,465,"2019-03-20",Crown,4030
countdown,138,"2019-03-21",Gogobebe,4039
musicbank,57,"2019-03-22",Lovedrunk,4033
inkigayo,57,"2019-03-24",Lovedrunk,4033
theshow,267,"2019-03-26",I'm so hot,4053
showchampion,138,"2019-03-27",Gogobebe,4039
countdown,138,"2019-03-28",Gogobebe,4039
musicbank,138,"2019-03-29",Gogobebe,4039
musiccore,138,"2019-03-30",Gogobebe,4039
inkigayo,138,"2019-03-31",Gogobebe,4039
theshow,267,"2019-04-02",I'm so hot,4053
showchampion,267,"2019-04-03",I'm so hot,4053
countdown,288,"2019-04-04",Miroh,4068
musicbank,476,"2019-04-05",L.O.V.E,4128
musiccore,200,"2019-04-06",Four Seasons,4057
inkigayo,200,"2019-04-07",Four Seasons,4057
theshow,337,"2019-04-09",Violeta,4112
showchampion,337,"2019-04-10",Violeta,4112
countdown,337,"2019-04-11",Violeta,4112
musicbank,337,"2019-04-12",Violeta,4112
musiccore,41,"2019-04-13",Beautiful Goodbye,4111
inkigayo,41,"2019-04-14",Beautiful Goodbye,4111
theshow,337,"2019-04-16",Violeta,4112
showchampion,337,"2019-04-17",Violeta,4112
countdown,337,"2019-04-18",Violeta,4112
musicbank,40,"2019-04-19",Boy with luv,4153
musiccore,40,"2019-04-20",Boy with luv,4153
inkigayo,31,"2019-04-21",Kill this Love,4127
theshow,190,"2019-04-23",Danger,4157
showchampion,40,"2019-04-24",Boy with luv,4153
countdown,40,"2019-04-25",Boy with luv,4153
musicbank,40,"2019-04-26",Boy with luv,4153
musiccore,40,"2019-04-27",Boy with luv,4153
inkigayo,40,"2019-04-28",Boy with luv,4153
showchampion,208,"2019-05-01",Fancy,4173
countdown,208,"2019-05-02",Fancy,4173
musicbank,40,"2019-05-03",Boy with luv,4153
inkigayo,208,"2019-05-05",Fancy,4173
theshow,283,"2019-05-07",Bloom Bloom,4412
showchampion,151,"2019-05-08",Bet Bet,4223
countdown,151,"2019-05-09",Bet Bet,4223
musicbank,151,"2019-05-10",Bet Bet,4223
musiccore,40,"2019-05-11",Boy with luv,4153
inkigayo,40,"2019-05-12",Boy with luv,4153
theshow,152,"2019-05-14",The Fifth Season,4258
showchampion,152,"2019-05-15",The Fifth Season,4258
countdown,152,"2019-05-16",The Fifth Season,4258
musicbank,40,"2019-05-17",Boy with luv,4153
musiccore,40,"2019-05-18",Boy with luv,4153
inkigayo,40,"2019-05-19",Boy with luv,4153
showchampion,151,"2019-05-22",Bet Bet,4223
countdown,217,"2019-05-23",Ah yeah,4272
musicbank,40,"2019-05-24",Boy with luv,4153
musiccore,40,"2019-05-25",Boy with luv,4153
inkigayo,31,"2019-05-26",Kill this Love,4127
theshow,490,"2019-05-28",Begin Again,4358
showchampion,490,"2019-05-29",Begin Again,4358
countdown,80,"2019-05-30",Eclipse,4308
musicbank,80,"2019-05-31",Eclipse,4308
musiccore,40,"2019-06-01",Boy with luv,4153
inkigayo,80,"2019-06-02",Eclipse,4308
theshow,487,"2019-06-04",Breathe,4336
showchampion,487,"2019-06-05",Breathe,4336
countdown,128,"2019-06-06",No One,4344
musicbank,148,"2019-06-07",Superhuman,4318
musiccore,40,"2019-06-08",Boy with luv,4153
inkigayo,53,"2019-06-09",Unspoken Words,4294
theshow,218,"2019-06-11",Boogie Up,4365
showchampion,148,"2019-06-12",Superhuman,4318
countdown,218,"2019-06-13",Boogie Up,4365
musicbank,40,"2019-06-14",Boy with luv,4153
musiccore,40,"2019-06-15",Boy with luv,4153
inkigayo,128,"2019-06-16",No One,4344
theshow,218,"2019-06-18",Boogie Up,4365
showchampion,218,"2019-06-19",Boogie Up,4365
countdown,463,"2019-06-20",Wave,4385
musicbank,40,"2019-06-21",Boy with luv,4153
musiccore,40,"2019-06-22",Boy with luv,4153
inkigayo,491,"2019-06-23",To be honest,4379
theshow,463,"2019-06-25",Wave,4385
showchampion,165,"2019-06-26",Zimzalabim,4450
countdown,165,"2019-06-27",Zimzalabim,4450
musicbank,165,"2019-06-28",Zimzalabim,4450
musiccore,165,"2019-06-29",Zimzalabim,4450
inkigayo,165,"2019-06-30",Zimzalabim,4450
theshow,292,"2019-07-02",Uh-Oh,4494
showchampion,312,"2019-07-03",Snapping,4478
countdown,312,"2019-07-04",Snapping,4478
musicbank,312,"2019-07-05",Snapping,4478
musiccore,312,"2019-07-06",Snapping,4478
inkigayo,312,"2019-07-07",Snapping,4478
theshow,76,"2019-07-09",Fever,4507
showchampion,76,"2019-07-10",Fever,4507
countdown,76,"2019-07-11",Fever,4507
musicbank,76,"2019-07-12",Fever,4507
musiccore,76,"2019-07-13",Fever,4507
inkigayo,76,"2019-07-14",Fever,4507
theshow,461,"2019-07-16",Blue,4592
showchampion,461,"2019-07-17",Blue,4592
countdown,312,"2019-07-18",Snapping,4478
musicbank,25,"2019-07-19",UN Village,4575
musiccore,25,"2019-07-20",UN Village,4575
inkigayo,231,"2019-07-21",We don't talk together,4555
showchampion,54,"2019-07-24",Time of our life,4598
countdown,54,"2019-07-25",Time of our life,4598
musicbank,25,"2019-07-26",UN Village,4575
inkigayo,403,"2019-07-28",Thank you for Goodbye,10964
theshow,514,"2019-07-30",Movie Star,4698
musicbank,505,"2019-08-02",What a life,4629
inkigayo,403,"2019-08-04",Thank you for Goodbye,10964
theshow,149,"2019-08-06",Boom,4673
showchampion,460,"2019-08-07",Icy,4680
countdown,460,"2019-08-08",Icy,4680
musicbank,511,"2019-08-09",What are you up to,4678
musiccore,460,"2019-08-10",Icy,4680
inkigayo,460,"2019-08-11",Icy,4680
theshow,152,"2019-08-13",Bungee (Fall in love),4713
showchampion,460,"2019-08-14",Icy,4680
musicbank,460,"2019-08-16",Icy,4680
musiccore,460,"2019-08-17",Icy,4680
inkigayo,152,"2019-08-18",Bungee (Fall in love),4713
theshow,149,"2019-08-20",Boom,4673
showchampion,460,"2019-08-21",Icy,4680
countdown,460,"2019-08-22",Icy,4680
musicbank,460,"2019-08-23",Icy,4680
musiccore,460,"2019-08-24",Icy,4680
inkigayo,460,"2019-08-25",Icy,4680
theshow,165,"2019-08-27",Umpah Umpah,4792
showchampion,165,"2019-08-28",Umpah Umpah,4792
countdown,165,"2019-08-29",Umpah Umpah,4792
musicbank,165,"2019-08-30",Umpah Umpah,4792
musiccore,165,"2019-08-31",Umpah Umpah,4792
inkigayo,165,"2019-09-01",Umpah Umpah,4792
theshow,522,"2019-09-03",Flash,4834
showchampion,522,"2019-09-04",Flash,4834
countdown,522,"2019-09-05",Flash,4834
musicbank,522,"2019-09-06",Flash,4834
inkigayo,522,"2019-09-08",Flash,4834
theshow,522,"2019-09-10",Flash,4834
countdown,522,"2019-09-12",Flash,4834
musicbank,522,"2019-09-13",Flash,4834
inkigayo,522,"2019-09-15",Flash,4834
showchampion,522,"2019-09-18",Flash,4834
countdown,522,"2019-09-19",Flash,4834
musicbank,291,"2019-09-20",Workaholic,4913
musiccore,291,"2019-09-21",Workaholic,4913
inkigayo,291,"2019-09-22",Workaholic,4913
theshow,467,"2019-09-24",Adios,4788
showchampion,291,"2019-09-25",Workaholic,4913
countdown,171,"2019-09-26",Fear,4955
musicbank,171,"2019-09-27",Fear,4955
musiccore,291,"2019-09-28",Workaholic,4913
inkigayo,291,"2019-09-29",Workaholic,4913
showchampion,208,"2019-10-02",Feel Special,4978
countdown,208,"2019-10-03",Feel Special,4978
musicbank,208,"2019-10-04",Feel Special,4978
inkigayo,208,"2019-10-06",Feel Special,4978
theshow,421,"2019-10-08",When it rains,5036
showchampion,208,"2019-10-09",Feel Special,4978
countdown,208,"2019-10-10",Feel Special,4978
musicbank,41,"2019-10-11",Shall we?,5016
inkigayo,208,"2019-10-13",Feel Special,4978
theshow,487,"2019-10-15",Blind for love,5032
showchampion,487,"2019-10-16",Blind for love,5032
countdown,487,"2019-10-17",Blind for love,5032
musicbank,14,"2019-10-18","How can I love the heartbreak, you're the one I love",4990
inkigayo,14,"2019-10-20","How can I love the heartbreak, you're the one I love",4990
theshow,487,"2019-10-22",Blind for love,5032
showchampion,41,"2019-10-23",Shall we?,5016
countdown,189,"2019-10-24",SUPER Clap,5059
musicbank,189,"2019-10-25",SUPER Clap,5059
musiccore,14,"2019-10-26","How can I love the heartbreak, you're the one I love",4990
inkigayo,14,"2019-10-27","How can I love the heartbreak, you're the one I love",4990
theshow,465,"2019-10-29",Run Away,5069
showchampion,151,"2019-10-30",Love Me,5070
countdown,151,"2019-10-31",Love Me,5070
musicbank,151,"2019-11-01",Love Me,5070
musiccore,151,"2019-11-02",Love Me,5070
inkigayo,151,"2019-11-03",Love Me,5070
theshow,143,"2019-11-05",Follow,5095
countdown,143,"2019-11-07",Follow,5095
musicbank,200,"2019-11-08",Spark,5093
musiccore,200,"2019-11-09",Spark,5093
inkigayo,200,"2019-11-10",Spark,5093
theshow,315,"2019-11-12",Nostalgic Night,8013
musicbank,80,"2019-11-15",You Calling My Name,5208
musiccore,98,"2019-11-16",Love Poem,7818
inkigayo,98,"2019-11-17",Love Poem,7818
countdown,138,"2019-11-21",Hip,5264
musicbank,138,"2019-11-22",Hip,5264
musiccore,98,"2019-11-23",Love Poem,7818
inkigayo,138,"2019-11-24",Hip,5264
theshow,218,"2019-11-26",As you wish,5295
countdown,138,"2019-11-28",Hip,5264
musicbank,98,"2019-11-29",Love Poem,7818
inkigayo,98,"2019-12-01",Blueming,5284
theshow,511,"2019-12-03",Touchin',5307
showchampion,138,"2019-12-04",Hip,5264
musicbank,61,"2019-12-06",Obsession,5317
musiccore,61,"2019-12-07",Obsession,5317
inkigayo,98,"2019-12-08",Blueming,5284
showchampion,61,"2019-12-11",Obsession,5317
musicbank,61,"2019-12-13",Obsession,5317
musiccore,61,"2019-12-14",Obsession,5317
inkigayo,98,"2019-12-15",Blueming,5284
countdown,288,"2019-12-19",Levanter,5430
musicbank,98,"2019-12-20",Blueming,5284
musiccore,98,"2019-12-21",Blueming,5284
inkigayo,138,"2019-12-22",Hip,5264
countdown,319,"2019-12-26",Wannabe,5690
musicbank,98,"2019-12-27",Blueming,5284
inkigayo,138,"2019-12-29",Hip,5264
musicbank,165,"2020-01-03",Psycho,5473
musiccore,165,"2020-01-04",Psycho,5473
inkigayo,165,"2020-01-05",Psycho,5473
countdown,267,"2020-01-09",Thumbs Up,5489
musicbank,165,"2020-01-10",Psycho,5473
musiccore,165,"2020-01-11",Psycho,5473
inkigayo,165,"2020-01-12",Psycho,5473
countdown,270,"2020-01-16",Good Guy,5503
musicbank,270,"2020-01-17",Good Guy,5503
musiccore,165,"2020-01-18",Psycho,5473
inkigayo,165,"2020-01-19",Psycho,5473
musicbank,165,"2020-01-24",Psycho,5473
inkigayo,225,"2020-01-26",Any song,5574
countdown,270,"2020-01-30",Good Guy,5503
musicbank,225,"2020-01-31",Any song,5574
musiccore,225,"2020-02-01",Any song,5574
inkigayo,225,"2020-02-02",Any song,5574
countdown,266,"2020-02-06",All For you,5647
musicbank,225,"2020-02-07",Any song,5574
musiccore,225,"2020-02-08",Any song,5574
inkigayo,225,"2020-02-09",Any song,5574
theshow,76,"2020-02-11",Crossroads,5673
countdown,76,"2020-02-13",Crossroads,5673
musicbank,76,"2020-02-14",Crossroads,5673
musiccore,225,"2020-02-15",Any song,5574
inkigayo,76,"2020-02-16",Crossroads,5673
theshow,76,"2020-02-18",Crossroads,5673
showchampion,76,"2020-02-19",Crossroads,5673
countdown,76,"2020-02-20",Crossroads,5673
musicbank,225,"2020-02-21",Any song,5574
musiccore,225,"2020-02-22",Any song,5574
inkigayo,539,"2020-02-23",Suddenly,12384
theshow,337,"2020-02-25",FIESTA,5784
showchampion,337,"2020-02-26",FIESTA,5784
countdown,337,"2020-02-27",FIESTA,5784
musicbank,40,"2020-02-28",On,5830
musiccore,40,"2020-02-29",On,5830
inkigayo,40,"2020-03-01",On,5830
theshow,337,"2020-03-03",FIESTA,5784
showchampion,40,"2020-03-04",On,5830
countdown,40,"2020-03-05",On,5830
musicbank,40,"2020-03-06",On,5830
musiccore,40,"2020-03-07",On,5830
inkigayo,40,"2020-03-08",On,5830
showchampion,40,"2020-03-11",On,5830
countdown,316,"2020-03-12",So what,5684
musicbank,40,"2020-03-13",On,5830
musiccore,40,"2020-03-14",On,5830
inkigayo,40,"2020-03-15",On,5830
theshow,315,"2020-03-17",Howling,5880
showchampion,40,"2020-03-18",On,5830
countdown,460,"2020-03-19",Wannabe,5887
musicbank,40,"2020-03-20",On,5830
musiccore,40,"2020-03-21",On,5830
inkigayo,460,"2020-03-22",Wannabe,5887
theshow,119,"2020-03-24",Plant,6867
showchampion,460,"2020-03-25",Wannabe,5887
countdown,460,"2020-03-26",Wannabe,5887
musicbank,148,"2020-03-27",Kick It,5861
musiccore,40,"2020-03-28",On,5830
inkigayo,460,"2020-03-29",Wannabe,5887
theshow,511,"2020-03-31","2U",5953
showchampion,460,"2020-04-01",Wannabe,5887
countdown,460,"2020-04-02",Wannabe,5887
musicbank,511,"2020-04-03","2U",5953
musiccore,511,"2020-04-04","2U",5953
inkigayo,460,"2020-04-05",Wannabe,5887
showchampion,511,"2020-04-08","2U",5953
countdown,511,"2020-04-09","2U",5953
musicbank,612,"2020-04-10",Let's Love,5978
musiccore,612,"2020-04-11",Let's Love,5978
inkigayo,612,"2020-04-12",Let's Love,5978
countdown,292,"2020-04-16",Oh my god,6006
musicbank,292,"2020-04-17",Oh my god,6006
musiccore,292,"2020-04-18",Oh my god,6006
inkigayo,292,"2020-04-19",Oh my god,6006
theshow,18,"2020-04-21",Dumhdurum,6034
showchampion,18,"2020-04-22",Dumhdurum,6034
countdown,18,"2020-04-23",Dumhdurum,6034
musicbank,18,"2020-04-24",Dumhdurum,6034
musiccore,18,"2020-04-25",Dumhdurum,6034
inkigayo,18,"2020-04-26",Dumhdurum,6034
theshow,273,"2020-04-28",Spit it out,6067
showchampion,80,"2020-04-29",Not by the moon,6059
countdown,80,"2020-04-30",Not by the moon,6059
musicbank,80,"2020-05-01",Not by the moon,6059
musiccore,18,"2020-05-02",Dumhdurum,6034
inkigayo,18,"2020-05-03",Dumhdurum,6034
theshow,152,"2020-05-05",NONSTOP,6093
showchampion,152,"2020-05-06",NONSTOP,6093
countdown,152,"2020-05-07",NONSTOP,6093
musicbank,149,"2020-05-08",Ridin',6105
musiccore,152,"2020-05-09",NONSTOP,6093
inkigayo,152,"2020-05-10",NONSTOP,6093
theshow,152,"2020-05-12",NONSTOP,6093
showchampion,20,"2020-05-13",Knock,6131
countdown,152,"2020-05-14",NONSTOP,6093
musicbank,152,"2020-05-15",NONSTOP,6093
inkigayo,98,"2020-05-17",Eight,6146
showchampion,151,"2020-05-20",I'm in trouble,6164
countdown,151,"2020-05-21",I'm in trouble,6164
musicbank,151,"2020-05-22",I'm in trouble,6164
musiccore,151,"2020-05-23",I'm in trouble,6164
inkigayo,98,"2020-05-24",Eight,6146
theshow,465,"2020-05-26",Can't You See Me?,6216
showchampion,465,"2020-05-27",Can't You See Me?,6216
countdown,148,"2020-05-28",Punch,6220
musicbank,148,"2020-05-29",Punch,6220
musiccore,148,"2020-05-30",Punch,6220
inkigayo,98,"2020-05-31",Eight,6146
theshow,143,"2020-06-02",Fantasia,6253
showchampion,25,"2020-06-03",Candy,6244
countdown,148,"2020-06-04",Punch,6220
musicbank,25,"2020-06-05",Candy,6244
inkigayo,25,"2020-06-07",Candy,6244
theshow,315,"2020-06-09",Mayday,6286
showchampion,208,"2020-06-10",More & More,6281
countdown,208,"2020-06-11",More & More,6281
musicbank,208,"2020-06-12",More & More,6281
musiccore,208,"2020-06-13",More & More,6281
inkigayo,208,"2020-06-14",More & More,6281
theshow,218,"2020-06-16",Butterfly,6317
showchampion,208,"2020-06-17",More & More,6281
countdown,218,"2020-06-18",Butterfly,6317
musicbank,208,"2020-06-19",More & More,6281
musiccore,208,"2020-06-20",More & More,6281
inkigayo,208,"2020-06-21",More & More,6281
theshow,337,"2020-06-23",Secret Story of the Swan,6349
showchampion,337,"2020-06-24",Secret Story of the Swan,6349
countdown,337,"2020-06-25",Secret Story of the Swan,6349
musicbank,337,"2020-06-26",Secret Story of the Swan,6349
musiccore,337,"2020-06-27",Secret Story of the Swan,6349
inkigayo,337,"2020-06-28",Secret Story of the Swan,6349
theshow,337,"2020-06-30",Secret Story of the Swan,6349
showchampion,171,"2020-07-01",Left & right,6397
countdown,171,"2020-07-02",Left & right,6397
musicbank,171,"2020-07-03",Left & right,6397
musiccore,171,"2020-07-04",Left & right,6397
inkigayo,31,"2020-07-05",How You Like That,6410
theshow,487,"2020-07-07",The Answer,6431
showchampion,31,"2020-07-08",How You Like That,6410
countdown,31,"2020-07-09",How You Like That,6410
musicbank,31,"2020-07-10",How You Like That,6410
