"id","is_collab","name","kname","previous_name","previous_kname","fname","alias","id_company","members","issolo","id_parentgroup","formation","disband","fanclub","id_debut","debut_date","date_birth","is_deceased","id_country","sales","awards","views","pak_total","gaondigital_times","gaondigital_firsts","yawards_total","social","mslevel"
961,y,Lucy + Lee Suhyun,루시 + 이수현,"","","","",0,coed,n,0,2021,"","",11930,"2021-04-15",,n,114,0,0,364345,0,0,0,0,[],0
962,n,Rocoberry,로코베리,"","","","",720,coed,n,0,2014,"","",0,"2014-03-19",,n,114,0,0,75694,0,0,0,0,"{""K"":""Rocoberry"",""I"":""rocoforest"",""F"":""rocorim"",""M"":""763813"",""N"":""ub85cucf54ubca0ub9ac""}",0
963,n,Hyunjun,현준,"","",Heo Hyunjoon,Hwall; Hyunjun Hur,194,male,y,283,2017,"","",11983,"2020-08-14","2000-03-09",n,114,0,0,2824361,0,0,0,0,"{""I"":""hyun.jxx0_p"",""Y"":""UCcMIaIZiRODIA73luiAxTmw"",""A"":""hyunjun-hur\/id1527955847"",""M"":""2886761"",""K"":""Hur_Hyun-jun"",""N"":""현준(2000)"",""S"":""35C45Nf5F8mo2kbnYpIv7K""}",0
964,n,DinDin,딘딘,"","",Lim Cheol,"",869,male,y,0,2013,"","",27457,"2014-08-19","1991-11-20",n,114,0,0,33840184,0,4,0,0,"{""K"":""DinDin"",""T"":""dindinem"",""I"":""dindinem"",""F"":""dindinofficial"",""Y"":""UCTnTzaL_7heOCUs63ErMCUA"",""U"":""ub518uac00ub518uac00DingaDinga"",""V"":""F1A1B1"",""A"":""dindin\/760396043"",""M"":""735541"",""N"":""딘딘""}",0
965,n,Ash Island,애쉬 아일랜드,"","",Yoon Jinyoung,Clloud,1117,male,y,0,2018,"","",0,"2018-11-12","1999-08-11",n,114,14649,0,29876645,0,65,0,2,"{""I"":""ash.island"",""F"":""clloudouble9"",""M"":""2112495"",""K"":""Ash_Island_(rapper)"",""N"":""ASH%20ISLAND"",""T"":""ashisland_99"",""Y"":""UCkLoBAZQLHv9pwHqmmdBeGg"",""A"":""ash-island\/1441926838"",""C"":""ashisland"",""S"":""7IEhlwWQA7pCkEvzwwHehE"",""O"":""ash.island99""}",1
966,n,Kim Kihyun,김기현,"","",Kim Ki Hyun,"",309,male,y,0,2010,"","",0,"2010-11-24","1988-02-04",n,114,0,0,13006,0,0,0,0,"{""M"":""827145""}",0
967,n,Peakboy,픽보이,"","",Kwon Sung Hwan,"",289,male,y,0,2017,"","",0,"2017-07-11","1989-05-27",n,114,0,0,6789055,0,0,0,0,"{""T"":""peakboy_twt"",""I"":""realpeakboy"",""F"":""peakboy.official"",""Y"":""UCY7unn5iRY7ZlSgn3N3s9vw"",""U"":""OfficialPeakboy"",""A"":""peakboy\/1257633246"",""M"":""714128"",""N"":""픽보이""}",0
968,y,Jinho + Bibi,진호 + 비비,"","","","",0,coed,n,0,2020,"2020","",12052,"2020-04-18",,n,114,0,0,25433,0,0,0,0,[],0
970,n,Hong Dae Kwang,홍대광,"","",Hong Daekwang,"",67,male,y,0,2012,"","",0,"2013-04-05","1985-01-09",n,114,8997,0,17594633,0,73,0,0,"{""I"":""dkhong4"",""Y"":""UCwboqX3h8-dRFuwXyUM9hkA"",""U"":""ud64dub300uad11dkhong4"",""A"":""hong-dae-kwang\/688109573"",""M"":""699623"",""N"":""홍대광""}",1
971,n,Mia,미아,"","",Kang Minhye,"",602,female,y,0,2018,"","",0,"2018-12-28","1994-04-29",n,114,0,0,1874615,0,0,0,0,"{""T"":""mia_studioblu"",""I"":""mia.studioblu"",""F"":""mia.studioblu"",""Y"":""UC7hHLL5Ve9pB7nNKFOHCFNQ"",""U"":""uba00ubbf8uc544Official"",""A"":""mia\/1447210219"",""M"":""2559697"",""N"":""미아(가수)"",""C"":""miamusiq""}",0
972,n,Toheart,투하트,"","","",WooHyun + Key;우현 + 키,1,male,n,0,2014,"","",0,"2014-03-10",,n,114,74242,0,5153104,0,13,0,0,"{""K"":""Toheart_(band)"",""M"":""760193"",""N"":""투하트(유닛)"",""F"":""2HeartProject"",""Y"":""UCv_zWIX-3koZNkQndimIp3Q""}",1
973,n,Tiny-G,타이니지,"","","","",707,female,n,0,2012,"2015","",12305,"2012-05-05",,n,114,0,0,18722568,0,5,0,0,"{""K"":""Tiny-G"",""M"":""671571"",""A"":""tiny-g\/839375160"",""S"":""2ZyXV9Jxa7AGyQdWZE2jeN"",""N"":""타이니지""}",0
974,n,LU4US,루커스,"","","",L.A.U; LU:KUS,362,male,n,0,2014,"",And U,12303,"2014-07-04",,n,114,0,0,3310569,0,0,0,0,"{""T"":""LU4USOFFICIAL"",""F"":""LAU.officialpage"",""U"":""LUKUSCHANNEL"",""S"":""5nYClr2BjPKj9lENjV5Hbx"",""M"":""776687"",""N"":""LU4US""}",0
975,n,"4L",포엘,"","","",Four Ladies,363,female,n,0,2014,"2016","",0,"2014-08-01",,n,114,0,0,5543808,0,0,0,0,"{""K"":""4L_(group)"",""M"":""780354"",""N"":""포엘"",""F"":""official4Ladies"",""Y"":""UCsN1jD8ENkcbpVeaFgSdwlQ""}",0
976,n,Nicole Jung,니콜,"","",Nicole Yongju Jung,정용주,44,female,y,117,2007,"","",12304,"2014-11-19","1991-10-07",n,114,10137,0,8054160,0,2,0,0,"{""K"":""Nicole_Jung"",""I"":""nicole__jung"",""Y"":""UCNEG2XxjRXLQBBRMI7RUzzg"",""M"":""408880"",""T"":""_911007"",""N"":""니콜(카라)"",""O"":""nicole_kr.official""}",0
977,n,Glam,글램,"","","",Girls be Ambitious,37,female,n,0,2012,"2014-09","",12302,"2012-07-16",,n,114,786,0,18466493,0,6,0,0,"{""D"":""Glam_(group)"",""M"":""685319"",""N"":""GLAM"",""T"":""glam_twtr"",""Y"":""UCYv4-BqKkgkMVO0ovV8ZaXA""}",0
978,n,Jo Kwon,조권,"","",Jo Kwon,"",6,male,y,3,2008,"","",0,"2010-06-30","1989-08-28",n,114,17547,1,8241832,0,24,0,0,"{""K"":""Jo_Kwon"",""T"":""2AMkwon"",""I"":""kwon_jo"",""F"":""JOKWON.UNITEDCUBE"",""Y"":""UCsXSSsAnx7BCE5OF3a2NTLA"",""U"":""jokwonofficial"",""M"":""434621"",""N"":""조권""}",1
979,n,Lee Seungyoon,이승윤,"","",Lee Seungyoon,"",1018,male,y,0,2013,"","",0,"2013-05-07","1989-08-21",n,114,282076,0,24191537,0,19,0,1,"{""I"":""bgsmsyl"",""Y"":""UC2KmG_o7JZcPr052P87GdsQ"",""M"":""723192"",""N"":""이승윤(가수)""}",1
980,n,Verbal Jint,버벌진트,"","",Kim Jintae,"",122,male,y,0,1999,"","",0,"2001-07-13","1980-12-19",n,114,10509,0,14752654,0,128,0,2,"{""K"":""Verbal_Jint"",""T"":""freevj"",""I"":""freevjfreevj"",""F"":""vjpaper"",""U"":""freevj"",""A"":""verbal-jint\/149197227"",""W"":""www.brandnewmusic.co.kr\/portfolio-item\/verbal-jint\/"",""C"":""freevj"",""Y"":""UC0I-WcWrHyk2dCPS4jOB6oQ"",""M"":""6985"",""N"":""버벌진트""}",1
981,n,Zizo,지조,"","",Min Juhong,"",645,male,y,0,2011,"","",0,,"1986-01-01",n,114,0,0,874997,0,3,0,0,"{""M"":""606622"",""N"":""지조"",""I"":""nicezizo""}",0
982,n,O3ohn,오존,"","",Oh Joonho,"",310,male,y,0,2016,"","",0,"2016-10-06","1993-03-17",n,114,0,0,4057948,0,0,0,0,"{""T"":""O3OHN"",""I"":""o3ohn"",""F"":""o3ohn"",""Y"":""UC4gLUgWZSlKfkIpACEfGZgQ"",""U"":""OHJOOONHO"",""W"":""www.o3ohn.com\/"",""C"":""o3ohn"",""M"":""1202576"",""N"":""O3ohn""}",0
983,n,GreatGuys,멋진녀석들,"","","",Great Guys,365,male,n,0,2017,"",Grace,12390,"2017-08-25",,n,114,0,0,3569871,0,0,0,0,"{""K"":""GreatGuys"",""T"":""GreatGuys_twt"",""I"":""greatguys_official"",""Y"":""UCYzXa0_YsM9gEHkAKXBXbvA"",""A"":""great-guys\/1278200138"",""S"":""5rl5eIP9MogVsjbIVUKK1y"",""F"":""ggtiger758"",""M"":""1907753"",""N"":""멋진녀석들"",""O"":""greatguys__official""}",0
984,n,Gangkiz,갱키즈,"","","",GangKids,4,female,n,0,2012,"2014","",0,"2012-05-16",,n,114,4182,0,472972,0,0,0,0,"{""M"":""672106"",""N"":""갱키즈""}",0
985,y,Doyoung + Rocoberry,도영 + 로코베리,"","","","",0,coed,n,0,2019,"2019","",12463,"2019-03-06",,n,114,0,0,942538,0,0,0,0,[],0
986,y,Onew + Rocoberry,온유 + 로코베리,"","","","",0,coed,n,0,2017,"2017","",12464,"2017-05-04",,n,114,0,0,1699427,0,0,0,0,[],0
987,n,Kim Youngchul,김영철,"","",Kim Youngchul,"",8,male,y,0,1999,"","",0,,"1974-06-23",n,114,0,0,10616168,0,1,0,0,"{""K"":""Kim_Young-chul_(comedian)"",""M"":""1702462"",""N"":""김영철(코미디언)""}",0
988,n,Hot Issue,핫이슈,"","","","",366,female,n,0,2021,"2022-04","",12516,"2021-04-28",,n,114,0,0,24015658,0,0,0,0,"{""T"":""hotissue_s2"",""I"":""hotissue_s2"",""F"":""HOTISSUE.S2"",""Y"":""UCLMPaSnZXeUHA_AeOGJhvfg"",""V"":""863F1F"",""A"":""hot-issue\/1454486654"",""D"":""hot-issue"",""M"":""2933462"",""N"":""핫이슈(아이돌)""}",0
989,n,OOHYO,우효,"","",Woo Hyoeun,"",870,female,y,0,2014,"","",0,,"1993-03-20",n,114,3625,0,18189107,0,12,0,0,"{""K"":""Oohyo"",""I"":""oohyo_official"",""F"":""oohyomusic"",""Y"":""UCjU2-4QDBGw16stNPyGHw0Q"",""U"":""oohyo_official"",""M"":""773385"",""N"":""우효""}",0
990,n,Yoon Gun,윤건,Yoongun,윤건,Yang Changik,양창익,796,male,y,7318,1999,"","",0,,"1975-01-07",n,114,5945,0,12114531,0,73,0,1,"{""T"":""theyoongun"",""I"":""yoongun.official"",""F"":""theyoongun"",""W"":""theyoongun.com\/"",""M"":""14801"",""N"":""윤건""}",1
991,n,Keumjo,금조,"","",Lee Keumjo,이금조,0,female,y,9,2015,"","",0,"2020-02-12","1992-12-17",n,114,0,0,68756,0,0,0,0,"{""T"":""keumjo_1217"",""I"":""keumjo_1217"",""Y"":""UCpY-pgLn-m7LZwa7lvChxow"",""M"":""830460"",""N"":""금조(가수)""}",0
993,n,Kiss,키스,"","","",Korea International Super Star,721,female,n,0,2001,"2002","",0,"2001-11-22",,n,114,0,0,2262074,0,0,0,0,"{""K"":""Kiss_(South_Korean_group)"",""M"":""101383"",""N"":""키스(한국%20가수)""}",0
994,n,Zitten,짙은,"","",Sung Yongwook,"",857,male,y,0,2005,"","",0,"2005-11-07","1980-01-29",n,114,0,0,7942925,0,0,0,0,"{""I"":""zittenuk"",""F"":""zitten.music"",""Y"":""UCBjKdFIaFF6CP8aHGnV9kTg"",""U"":""Zittenuk"",""M"":""197928"",""N"":""짙은""}",0
995,n,Vincent Blue,빈센트블루,"","",Kim Minseung,"",122,male,y,0,2015,"","",0,"2015-09-23","1993-11-03",n,114,0,0,8127872,0,0,0,0,"{""I"":""blue_bugg"",""F"":""minseong.kim.7505"",""Y"":""UCgp8NLAnA1CvRiCh2yrNzNA"",""U"":""vincentblue"",""A"":""vincent-blue\/1336403874"",""W"":""www.brandnewmusic.co.kr\/portfolio-item\/%EB%B9%88%EC%84%BC%ED%8A%B8%EB%B8%94%EB%A3%A8\/"",""C"":""vincentblue"",""M"":""2561048"",""N"":""빈센",0
996,n,Raina,레이나,"","",Oh Hyerin,"",822,female,y,11,2009,"","",0,"2009-11-25","1989-05-07",n,114,0,0,2210954,0,6,0,0,"{""K"":""Raina_(singer)"",""T"":""raina57"",""I"":""raina_57"",""Y"":""UC5cVWAEzenhFyup2kRcouhQ"",""U"":""ImRaina"",""W"":""www.pledis.co.kr\/html\/artist\/raina"",""M"":""672337"",""N"":""레이나(가수)""}",1
997,y,San E + Raina,산이 + 레이나,"","","","",0,coed,n,0,2014,"2016","",12756,"2014-06-12",,n,114,0,0,30768842,0,43,1,0,[],1
998,n,Han Dong Geun,한동근,"","",Han Donggeun,"",122,male,y,0,2012,"","",12773,"2014-09-30","1993-05-09",n,114,1077,1,102473293,1,193,1,1,"{""K"":""Han_Dong-geun"",""T"":""_DONNY_HAN"",""I"":""donny_donggeun_han"",""F"":""DONNYDONGGEUN"",""Y"":""UCGCdG69Z-kLQeqPxBd2BwoQ"",""U"":""HanDongGeunofficial"",""W"":""www.brandnewmusic.co.kr\/portfolio-item\/%ED%95%9C%EB%8F%99%EA%B7%BC\/"",""M"":""711476"",""N"":""한동근""}",2
999,n,Elly,서인영,"","",Seo Inyoung,"",446,female,y,1088,2002,"2018","",0,"2007-02-26","1984-09-03",n,114,2678,1,7177060,0,80,0,1,"{""K"":""Seo_In-young"",""T"":""elly_iy"",""M"":""26265"",""N"":""서인영""}",1
1000,n,DJ D.O.C.,DJ DOC,"","","",Dream Of Children; 디제이디오씨,722,male,n,0,1994,"2018","",0,"1994-11-01",,n,114,0,1,10917339,0,66,1,4,"{""K"":""DJ_DOC"",""M"":""100005"",""N"":""DJ%20DOC"",""A"":""dj-doc\/105750664"",""S"":""3kDgt4vVKGTLmtC3FkOwWF""}",1
1001,n,Jo Sungmo,조성모,"","",Jo Sung-mo,"",0,male,y,0,1998,"","",18246,"1998-09-04","1977-03-11",n,114,4549,0,22378458,0,23,0,5,"{""M"":""969"",""N"":""조성모"",""K"":""Jo_Sung-mo"",""A"":""jo-sung-mo\/393061498"",""S"":""52IPniXhQmDTYa5xQnoA2K""}",0
1002,n,Kim Yeonji,김연지,"","",Kim Yeonji,"",222,female,y,343,2006,"","",0,"2006-03-12","1986-10-30",n,114,0,0,13286074,0,20,0,0,"{""K"":""Kim_Yeon-ji"",""I"":""rorakim0927"",""F"":""yeonji1030"",""Y"":""UCjLZIdvRV7fQ3m_DA9NEkOg"",""W"":""www.mostworks.co.kr\/kim-yeon-ji"",""M"":""428803"",""N"":""김연지""}",1
1003,n,Hwanhee,환희,"","",Hwang Yoonseok,"",58,male,y,321,1999,"","",0,"1999-11-21","1982-01-17",n,114,5697,0,8425936,0,46,0,0,"{""K"":""Hwanhee"",""T"":""hwanhee"",""I"":""ducati0117"",""F"":""hwanheeofficial"",""Y"":""UCkvnkKLdW3S1VpkAo89orbA"",""U"":""HwanheeOfficial"",""V"":""EEA211"",""W"":""btenter.co.kr\/artist\/"",""M"":""1928"",""N"":""환희(플라이%20투%20더%20스카이)""}",1
1004,n,Kim Dongjun,김동준,"","",Kim Dongjun,"",222,male,y,224,2010,"","",12825,"2019-11-06","1992-02-11",n,114,0,0,250338,0,0,0,0,"{""M"":""672797"",""N"":""김동준(제국의아이들)"",""T"":""Official_KDJ"",""I"":""super_d.j"",""F"":""ZEA.DONGJUN"",""Y"":""UC134Mz3lsKOGLJ5Af4U7JvQ""}",0
1005,n,Onestar,임한별,Lim Hanbyul,임한별,Im Han Byul,"",307,male,y,356,2008,"","",12856,"2018-09-13","1989-02-08",n,114,0,0,55561514,0,162,0,0,"{""I"":""onestarl"",""Y"":""UCraWp23RO7wBq5S2Yifhz5w"",""U"":""uc784ud55cubcc4"",""W"":""www.mostworks.co.kr\/onestar"",""M"":""471741"",""N"":""임한별""}",1
1006,n,Kahi,가희,"","",Park Jiyoung,"",0,female,y,11,2009,"","",0,"2011-02-14","1980-12-25",n,114,6122,0,6116845,0,9,0,0,"{""K"":""Kahi"",""T"":""kahi_korea"",""I"":""Kahi_korea"",""Y"":""UCkJNt3RjPO2ODZylf0-_JYA"",""U"":""KahiVibeS"",""M"":""520900"",""N"":""가희(가수)"",""F"":""kahikorea"",""O"":""Kahi_korea""}",0
1007,n,Junho,준호,"","",Lee Junho,"",14,male,y,5,2008,"","",0,"2013-07-24","1990-01-25",n,114,51633,0,20918023,0,2,0,0,"{""K"":""Lee_Jun-ho_(entertainer)"",""T"":""dlwnsghek"",""I"":""le2jh"",""Y"":""UCowTHOjp47dzNxR8cz83LGA"",""M"":""602193"",""N"":""준호""}",1
1008,n,Jun. K,준케이,"","",Kim Minjun,"",14,male,y,5,2008,"","",0,"2014-05-14","1988-01-15",n,114,59448,0,25512707,0,0,0,0,"{""K"":""Jun._K"",""T"":""Jun2daKAY"",""I"":""jun2dakay"",""M"":""570851"",""N"":""JUN.%20K""}",1
1009,n,eAeon,이이언,"","",Lee Yong-hyun,"",30,male,y,6250,2004,"","",0,"2010-12-10","1975-12-19",n,114,1782,0,29955712,0,0,0,0,"{""M"":""511480"",""T"":""eaeon"",""I"":""eaeon"",""Y"":""UC1GFXoqNivkR3qyvp92imTQ"",""N"":""이이언""}",0
1010,n,Mad Monster,매드몬스터,"","","","",369,male,n,0,2017,"","",0,"2017-07-07",,n,114,0,0,12058137,0,0,0,0,"{""T"":""madmonster_official"",""Y"":""UCqsPmfRMm0AGTF3mw1VtCnw"",""A"":""mad-monster\/1564885394"",""S"":""4NOgfZ4g8sFOjffbwT9qee"",""M"":""2934642"",""N"":""매드몬스터"",""I"":""madmonster_official""}",0
1011,n,AWEEK,어위크,"","","","アウィーク;A week goes by quickly, however, a week is repeated",370,male,n,0,2018,"",Zuzu,13003,"2019-11-19",,n,114,0,0,414739,0,0,0,0,"{""T"":""AWEEK_Official"",""I"":""aweek7official"",""Y"":""UCcbRdMw7-IQ4NjlWNsZeSIA"",""V"":""9E5C1B"",""A"":""aweek/671388235"",""S"":""5TGmLB3rkGJE1uPtYBFGi0?si=sWA7tbIgQLCldg8HoVkhIQ"",""M"":""2622424"",""N"":""AWEEK""}",0
1012,y,K/DA,K/DA,"","","","",371,female,n,0,2018,"2020",BLADES,0,"2018-11-03",,n,114,0,0,1077987854,0,0,0,0,"{""K"":""KDA"",""T"":""kda_music"",""I"":""kda_music"",""A"":""k-da\/1439420229"",""W"":""na.leagueoflegends.com\/en-us\/event\/kda-official-fan-club\/"",""S"":""4gOc8TsQed9eqnqJct2c5v"",""M"":""2400961"",""N"":""KDA"",""O"":""kda_music""}",1
1013,n,Kim Dongwan,김동완,"","",Kim Dongwan,Kim Dong wan,74,male,y,173,1998,"","",0,"2007-07-05","1979-11-21",n,114,109362,2,417900,0,1,0,0,"{""M"":""1743"",""N"":""김동완(신화)""}",1
1014,n,Lee Hong Gi,이홍기,Hongki,홍기,Lee Honggi,"",10,male,y,67,2007,"","",0,"2015-11-18","1990-03-02",n,114,54441,2,15574522,0,16,0,1,"{""M"":""42554"",""N"":""이홍기"",""T"":""skullhong"",""I"":""skullhong12"",""Y"":""UCsHji0T0H21b1nNDX-CVooA""}",1
1015,n,NiziU,니쥬,"","","",ニジュー,372,female,n,0,2020,"",WithU,13014,"2020-12-02",,n,114,159599,1,1112335289,0,0,0,0,"{""K"":""NiziU"",""T"":""NiziU__official"",""I"":""niziu_info_official"",""F"":""NiziUinfoofficial"",""Y"":""UCHp2q2i85qt_9nn2H7AvGOw"",""A"":""niziu\/1519410581"",""M"":""2877491"",""S"":""3z8diLlUCkN1j9N9ZdnfBJ"",""O"":""niziu_official"",""N"":""NiziU""}",2
1016,n,WayV,威神V,"","","",WeiShen V,1,male,n,714,2016,"",WayZenNi,13022,"2019-01-17",,n,114,1753529,1,428737602,0,0,0,2,"{""K"":""WayV"",""T"":""WayV_official"",""I"":""WayVofficial"",""F"":""WayV.official"",""Y"":""UC-ZHt5Zgadfx-B1CM63Lqew"",""V"":""A01BE3"",""A"":""wayv\/1449462311"",""S"":""1qBsABYUrxg9afpMtyoFKz"",""M"":""2620698"",""O"":""official_wayv"",""N"":""WayV""}",2
1017,n,Jackson Wang,잭슨,"","",Jackson Wang,Jackson; 王嘉尔; 왕잭슨,274,male,y,80,2014,"","",43394,"2017-08-26","1994-03-28",n,97,89913,0,587852659,0,0,0,0,"{""T"":""JacksonWang852"",""I"":""jacksonwang852g7"",""F"":""jacksonwang852g7"",""Y"":""UCJS0K01yC8BmQtSuRdqqo3w"",""V"":""8BEE69"",""M"":""751071"",""K"":""Jackson_Wang"",""A"":""jackson-wang\/1219157172"",""S"":""1kfWoWgCugPkyxQP8lkRlY"",""O"":""jacksonwang"",""N"":""잭슨(GOT7)""}",2
1018,n,Yoo Hweseung,유회승,"","",Yoo Hweseung,"",10,male,y,341,2015,"","",0,,"1995-02-28",n,114,0,0,3151632,0,19,0,0,"{""I"":""hweng_star"",""Y"":""UCOn_YQVSnLToexOyqIIidUg"",""A"":""yoo-hwe-seung\/1282875708"",""S"":""7yL5ZmN82R59qHxOV0ejQw"",""M"":""1866276"",""N"":""유회승""}",0
1019,y,Hongki + Yoo Hweseung,홍기 + 유회승,"","","","",0,male,n,0,2018,"2018","",13047,"2018-04-08",,n,114,0,0,56126686,0,0,0,0,[],0
1020,n,Seomoon Tak,서문탁,"","",Lee Sujin,"",0,female,y,0,1994,"","",0,,"1978-03-03",n,114,0,0,260797,0,2,0,0,"{""M"":""2076"",""N"":""서문탁""}",0
1021,y,Baekhyun + Seomoon Tak,변백현 + 서문탁,"","","","",0,coed,n,0,2021,"","",13083,"2021-05-10",,n,114,0,0,2220407,0,0,0,0,[],0
1022,n,HeyGirls,헤이걸스,"","","",Black Queen,723,female,n,0,2012,"2023-12",HAVEN,0,"2012-10-19",,n,114,0,0,527368,0,0,0,0,"{""M"":""702191"",""N"":""헤이걸스""}",0
1023,n,Apple.B,애플비,"","","","",86,female,n,0,2017,"2018","",13096,"2017-08-01",,n,114,0,0,731334,0,0,0,0,"{""M"":""1865569"",""N"":""애플비(아이돌)"",""T"":""APPLEB_Official"",""I"":""appleb_official_insta"",""F"":""appleb.Official"",""Y"":""UC_VPrhzeSkkEp0TZud_4GSQ""}",0
1024,n,BIG Naughty,빅나티,"","",Seo Donghyun,"",273,male,y,0,2019,"","",13129,"2019-11-21","2003-06-02",n,114,33575,0,39398904,0,106,0,3,"{""I"":""bignaughtyboi"",""Y"":""UCRh5YYnMgKuuBW2cwA8UiZA"",""W"":""h1ghrmusicofficial.com\/BIGNaughty"",""S"":""7cEaNXXTHx3LokbjUUyHal"",""M"":""2744750"",""N"":""BIG%20Naughty"",""T"":""bignaughtyman"",""C"":""aft7kydqjuqp""}",1
1025,n,WJSN THE BLACK,우주소녀 더블랙,"","","","",612,female,n,218,2021,"","",13136,"2021-05-12",,n,114,73925,0,10933708,0,0,0,0,"{""A"":""wjsn-the-black\/1566547453"",""S"":""0M3eRYg8ULjCtLFvhc5Orb"",""M"":""2936394"",""N"":""우주소녀%20더%20블랙""}",1
1026,n,Jeong Dongwon,정동원,"","",Jeong Dongwon,JD1,378,male,y,0,2019,"","",13140,"2021-05-05","2007-03-19",n,114,407761,0,34394079,0,0,0,0,"{""I"":""dongwon_15"",""Y"":""UCrLQ0ovys23H9xBV6U-Sd4A"",""A"":""jeong-dong-won\/1495317727"",""S"":""7fB8Qn00ToFmUY3mAJJSki"",""M"":""2749421"",""N"":""정동원""}",1
1027,n,TRADE L,트레이드 엘,"","",Lee Seunghoon,"",273,male,y,0,2020,"","",0,"2020-08-12","2004-07-20",n,114,0,0,0,0,0,0,0,"{""I"":""whereistrade"",""W"":""h1ghrmusicofficial.com\/TRADEL"",""C"":""whereistrade"",""S"":""6b29EYSqnLhUyxC3yyNbyr"",""M"":""2639052"",""N"":""TRADE%20L"",""Y"":""UC6feLiykbhX5sQuJz8N1vCg""}",0
1028,n,Woodie Gochild,우디고차일드,"","",Kwak Woo Jae,"",273,male,y,0,2017,"","",13146,"2017-12-15","1996-04-02",n,114,0,0,11290839,0,0,0,0,"{""I"":""woodie_gochild"",""W"":""h1ghrmusicofficial.com\/WoodieGochild"",""S"":""6iLGJqxVgxxWsJe5bW4dxt"",""M"":""1866691"",""N"":""Woodie%20Gochild"",""T"":""woodiegochild3"",""F"":""woodie-gochild-100044612491413""}",0
1029,y,Jay Park + pH-1 + Sik-K + Haon,박재범 + 박준원 + 식케이 + 김하온,"","","","",0,male,n,0,2020,"2020","",13149,"2020-06-04",,n,114,0,0,10794862,0,13,0,0,[],0
1030,n,Yuqi,우기,"","",Song Yuqi,雨琦,6,female,y,292,2018,"","",13158,"2021-05-13","1999-09-23",n,44,637258,0,89426110,0,0,0,0,"{""I"":""yuqisong.923"",""S"":""22aCD8IrQZjcPgZw728QT6"",""A"":""yuqi\/1566541268"",""K"":""Song_Yuqi"",""M"":""2138416"",""N"":""우기((여자)아이들)""}",1
1031,n,D.Ark,디아크,"","",Kim Woorim,"",0,male,y,0,2020,"","",13161,"2020-12-30","2004-07-15",n,114,0,0,6974502,0,0,0,0,"{""I"":""dmofxxkinark"",""A"":""d-ark\/1438199072"",""C"":""k-hgh-546598561"",""S"":""2UaheMCNCnN1CrrnZnmh3j"",""M"":""2299742"",""N"":""D.Ark""}",0
1032,n,TREN-D,트랜디,"","","","",724,female,n,0,2013,"2016","",13163,"2013-10-02",,n,114,0,0,1632259,0,0,0,0,"{""M"":""736380"",""N"":""트랜디"",""T"":""trend103""}",0
1033,n,Jay B,재범,JB,"",Lim Jaebeom,Def.,274,male,y,80,2012,"","",13174,"2021-05-14","1994-01-06",n,114,162249,0,51558955,0,0,0,0,"{""T"":""JAYBDEF___"",""I"":""jaybnow.hr"",""Y"":""UCYfHTqPM-bgnBaQqzFjBogQ"",""A"":""jay-b\/1532055760"",""D"":""idol\/jb-got7"",""C"":""off_def"",""S"":""3IjHX8KZKoeq3X4QgXxqbT"",""M"":""644331"",""K"":""Jay_B"",""O"":""jaybnow.hr16"",""N"":""JayB""}",1
1034,n,Dareharu,달의하루,"","","","",0,coed,n,0,2020,"","",0,"2020-01-31",,n,114,0,0,47308417,0,0,0,0,"{""T"":""Dare_haru"",""I"":""dareharu"",""Y"":""UCbAEthmNnJk8JVZP8FWXqZg"",""A"":""dareharu\/1503459838"",""S"":""4mcnvjLyW44CoKXDkUjPzh"",""M"":""2860446"",""N"":""달의하루""}",0
1035,n,Rainbow Note,레인보우 노트,"","","","",387,female,n,0,2019,"","",13194,"2019-04-04",,n,114,0,0,653868,0,0,0,0,"{""T"":""Rainbownotee"",""I"":""rainbownote_official"",""M"":""2637803"",""N"":""레인보우%20노트""}",0
1036,n,Bandage,밴디지,"","","","",606,male,n,0,2020,"","",13198,"2020-04-03",,n,114,0,0,84665,0,0,0,0,"{""K"":""Bandage_(band)"",""T"":""band_bandage"",""I"":""band_bandage"",""Y"":""UCicXTU683oC5uqwtaSy0J5A"",""A"":""bandage\/1506647327"",""S"":""1fuAboBjT2k4lPcpkIaqTt"",""M"":""2862361"",""N"":""밴디지""}",0
1037,n,HERD,허드,"","","","",0,male,n,0,2018,"","",13206,"2018-11-26",,n,114,0,0,41726,0,0,0,0,"{""I"":""we_are_herd"",""F"":""BandHERD"",""U"":""WEAREHERD"",""A"":""herd/1444383615"",""S"":""6aQtLvZBb5B8fy6KfWRvTQ"",""M"":""2403073""}",0
1038,n,ICU,아이씨유,"","","","",450,female,n,0,2019,"",Isu Cream,13216,"2019-10-22",,n,114,0,0,357044,0,0,0,0,"{""T"":""icu__official"",""I"":""icu_official101"",""Y"":""UCMyAa2aVmJ1ScnfJxL2h1zQ"",""M"":""2751081"",""N"":""아이씨유""}",0
1039,n,Kim Areum,김아름,"","",Kim A-reum,"",893,female,y,0,2013,"",Areumdan,0,"2013-11-27","1989-12-11",n,114,0,0,1670859,0,0,0,0,"{""M"":""684670"",""N"":""김아름(가수)"",""T"":""kimareum_twt"",""I"":""kaaarm_j"",""F"":""kimarumii"",""Y"":""UCrxmMPoD6qVHxoVI8ytABBA"",""C"":""p5nq62jndxzn""}",0
