"id","is_collab","name","kname","previous_name","previous_kname","fname","alias","id_company","members","issolo","id_parentgroup","formation","disband","fanclub","id_debut","debut_date","date_birth","is_deceased","id_country","sales","awards","views","pak_total","gaondigital_times","gaondigital_firsts","yawards_total","social","mslevel"
7400,n,Crack Bit,크랙 비트,"","","","",578,male,y,7402,2014,"","",0,,,n,114,0,0,148,0,0,0,0,"{""I"":""crackbittttttt"",""Y"":""UCD6ecqimzXXCk2xv2gtZAXw"",""M"":""774240"",""C"":""byeon-gwang-seop"",""S"":""5tdBNmhUrj6h8VqQ011kdB""}",0
7401,n,Saebyeok,새벽,"","",Shim Jaeyoung,심재영,0,female,y,7399,2019,"2021","",0,,"1996-11-09",n,114,0,0,0,0,0,0,0,[],0
7402,n,Morethan7,모어댄7,"","","","",0,coed,n,0,2019,"2019","",0,"2019-06-28",,n,114,0,0,0,0,0,0,0,"{""M"":""2736744""}",0
7403,n,Dany,다니,"","",Jeon Eunji,전은지,0,female,y,7399,2019,"","",0,,"1998-01-25",n,114,0,0,0,0,0,0,0,"",0
7404,n,KELT9b,켈트나인,DMZA,디엠지에이,"","",1075,female,n,0,2024,"","",0,,,n,114,0,0,319829,0,0,0,0,"{""T"":""kelt9b_official"",""I"":""kelt9b_official"",""Y"":""UCOMlpu1W4n52GthcX4rMtFw"",""M"":""3687083"",""O"":""kelt9bofficial""}",0
7405,n,Euijeong,의정,"","",Yeon Euijeong,연의정,0,female,y,7404,2024,"","",0,,"2001-07-21",n,114,0,0,0,0,0,0,0,"",0
7406,n,Haeseo,해서,"","",Kim Suhyun,김수현,0,female,y,7404,2024,"","",0,,"2000-08-15",n,114,0,0,0,0,0,0,0,"",0
7407,n,LuA,루아,"","",Choi Sunwoo,최선우,0,female,y,7404,2024,"","",0,,"2002-01-30",n,114,0,0,0,0,0,0,0,"",0
7408,n,Minju,민주,"","",Lee Minju,이민주,0,female,y,7404,2024,"","",0,,"2003-09-29",n,114,0,0,0,0,0,0,0,"",0
7409,n,Chaerin,채린,"","",Lee Chaerin,이채린,0,female,y,7404,2024,"","",0,,"2007-07-07",n,114,0,0,0,0,0,0,0,"",0
7410,n,S#arp,샵,"","","",샤프;Sharp,0,coed,n,0,1998,"2002","",0,"1998-11-12",,n,114,0,0,1410898,0,0,0,1,"{""K"":""Sharp_(South_Korean_band)"",""M"":""100127"",""S"":""4IQMpwDgwfxBhZPhiBq3I4"",""N"":""S%23ARP""}",0
7411,n,Lee Jihye,지혜,"","",Lee Jihye,이지혜,0,female,y,7410,1998,"","",0,,"1980-01-11",n,114,0,0,0,0,0,0,0,[],0
7412,n,Jang Seokhyun,석현,"","",Jang Seokhyun,장석현,0,male,y,7410,1998,"","",0,,"1980-10-26",n,114,0,0,0,0,0,0,0,[],0
7413,n,Chris,크리스,"","",Kim Chris,"",0,male,y,7410,1999,"","",0,,"1981-01-30",n,114,0,0,0,0,0,0,0,"",0
7414,n,Seo Jiyoung,지영,"","",Seo Jiyoung,서지영,0,female,y,7410,1998,"","",0,,"1981-06-02",n,114,0,0,0,0,0,0,0,[],0
7415,n,John Kim,존김,"","",Kim Youngjin,김영진,0,male,y,7410,1998,"","",0,,,n,114,0,0,0,0,0,0,0,[],0
7416,n,Oh Heejong,희종,"","",Oh Heejong,오희종,0,female,y,7410,1998,"","",0,,,n,114,0,0,0,0,0,0,0,[],0
7417,n,Sori,소리,"","","","",0,female,y,7410,1999,"","",0,,"1981-05-01",n,114,0,0,0,0,0,0,0,"",0
7418,n,Episode,에피소드,"","","","",592,female,n,0,2020,"",Story,60910,"2020-02-04",,n,114,0,0,91524,0,0,0,0,"{""N"":""EPISODE"",""T"":""EPISODE_twt"",""I"":""we_make_episode"",""F"":""wemakeepisode"",""Y"":""UC-ptCt7pUfUAhTlu2HOcdwg"",""M"":""2853017""}",0
7419,n,Yeji,예지,Jenny,제니,Lee Yeji,이예지,592,female,y,7424,2015,"","",0,,"2000-01-17",n,114,0,0,0,0,0,0,0,"{""I"":""yevely_yet""}",0
7420,n,Areum,아름,"","",Han Areum,한아름,592,female,y,7424,2019,"","",0,,"2001-02-22",n,114,0,0,0,0,0,0,0,[],0
7421,n,SooA,수아,Miji,미지,Im Miji,임미지,592,female,y,7424,2018,"","",0,,"2001-10-23",n,114,0,0,0,0,0,0,0,[],0
7422,n,Yena,예나,Ruby,루비,Lee Yena,이예나,592,female,y,7424,2016,"","",0,,"2002-05-20",n,114,0,0,0,0,0,0,0,[],0
7423,n,Yerin,예린,"","",Jeon Yerin,전예린,0,female,y,7424,2018,"","",0,,"2002-12-03",n,114,0,0,0,0,0,0,0,[],0
7424,n,Vitamin Angel,비타민엔젤,"","","","",592,female,n,0,2015,"2020","",0,"2015-06-09",,n,114,0,0,0,0,0,0,0,"{""N"":""비타민엔젤"",""M"":""869560""}",0
7425,n,Choy,초이,"","",Choi Seoyeon,최서연,0,female,y,7424,2017,"2018","",0,,"2002-12-06",n,114,0,0,0,0,0,0,0,[],0
7426,n,Vina,비나,"","","","",0,female,y,7424,2015,"2018","",0,,"2000-05-28",n,114,0,0,0,0,0,0,0,[],0
7427,n,Byeolee,별이,"","","","",0,female,y,7424,2017,"2018","",0,,"2003-04-19",n,114,0,0,0,0,0,0,0,[],0
7428,n,Younseo,윤서,"","","","",0,female,y,7424,2018,"2018","",0,,"2003-06-28",n,114,0,0,0,0,0,0,0,[],0
7429,n,Jia,지아,"","",Yoo Jin,유진,0,female,y,7424,2015,"2016","",0,,"2000-02-16",n,114,0,0,0,0,0,0,0,[],0
7430,n,Nara,나라,"","","","",0,female,y,7424,2015,"2016","",0,,"2001-11-15",n,114,0,0,0,0,0,0,0,[],0
7431,n,(M)IRROR,미러,"","","","",220,male,n,0,2023,"","",0,"2023-05-12","2023-05-12",n,114,0,0,0,0,0,0,0,"{""N"":""(M)IRROR"",""T"":""_officialMIRROR"",""M"":""3456891""}",0
7432,n,Zeo,제오,"","",Son Dongje,손동제,0,male,y,7431,2023,"","",0,,"1997-12-12",n,114,0,0,0,0,0,0,0,"",0
7433,n,Sol,솔,"","",Lee Dasol,이다솔,0,male,y,7431,2023,"","",0,,"1998-08-12",n,114,0,0,0,0,0,0,0,"",0
7434,n,Sanulrim,산울림,"","","",Sanullim,0,male,n,0,1973,"2008-02","",0,"1977-09-12",,n,114,0,0,0,0,0,0,1,"{""K"":""Sanulrim"",""N"":""산울림"",""M"":""101013""}",0
7435,n,Kim Changhoon,김창훈,"","",Kim Changhoon,"",0,male,y,7434,1973,"","",0,"2009-04-02","1956-02-11",n,114,0,0,0,0,0,0,0,"{""N"":""김창훈(음악인)"",""M"":""753""}",0
7436,n,Kim Changik,김창익,"","",Kim Changik,"",0,male,y,7434,1973,"2008-01","",0,,"1958-05-17",y,114,0,0,0,0,0,0,0,"{""N"":""김창익"",""M"":""722770""}",0
7437,n,Nautilus,나털러스,"","",Noh Taesoo,"",1077,male,y,0,2018,"","",60933,"2018-07-18","1993-04-14",n,114,0,0,468834,0,0,0,0,"{""N"":""노틸러스(가수)"",""I"":""Nautilus_Official_Kr"",""F"":""NautilusOfficialKr"",""Y"":""UCMHNanY8sX0hTK2EV4RTavg"",""M"":""2240718""}",0
7438,n,Min,민,"","",Lee Min Cheon,이민천,0,male,y,1186,2019,"","",0,,"1997-10-16",n,114,0,0,0,0,0,0,0,"",0
7439,y,After Shaving,애프터쉐이빙,"","","","",0,coed,n,0,2009,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7440,n,Chic Angel,시크엔젤,"","","","",450,female,n,0,2017,"","",0,"2017-02-16",,n,114,0,0,136574,0,0,0,0,"{""N"":""시크엔젤"",""T"":""leezent0012"",""I"":""official_chicangel"",""F"":""chicangel1004"",""Y"":""UCNuAwm_kOrHpL-OGOd6aSQg"",""M"":""829176""}",0
7441,n,U-Hee,유희,"","",Bae Soyeon,배소연,0,female,y,7440,2017,"","",0,,"1993-01-03",n,114,0,0,0,0,0,0,0,"",0
7442,n,La Eun,라은,"","",Go Eunbin,고은빈,0,female,y,7440,2017,"","",0,,"1992-04-17",n,114,0,0,0,0,0,0,0,"",0
7443,n,Dayeon,다연,"","",Lee Dayeon,이다연,0,female,y,7440,2018,"","",0,,"1993-06-11",n,114,0,0,0,0,0,0,0,"",0
7444,n,Sia,시아,"","",Park Geurim,박그림,0,female,y,7440,2018,"","",0,,"1995-12-24",n,114,0,0,0,0,0,0,0,"",0
7445,n,Bomi,봄이,"","",Lee Hyunji,이현지,0,female,y,7440,2017,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7446,n,Cupid,큐피트,"","","","",1078,female,n,0,2015,"2019","",60998,"2015-04-29",,n,114,0,0,65484,0,0,0,0,"{""M"":""860557""}",0
7447,n,Bona,보나,"","",Im Bona,임보나,0,female,y,7446,2015,"","",0,,"1989-01-14",n,114,0,0,0,0,0,0,0,"",0
7448,n,Hyemi,혜미,"","",Jang Hyemi,장혜미,0,female,y,7446,2016,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7449,n,Sarang,사랑,"","",Kim Sarang,김사랑,0,female,y,7446,2015,"","",0,,"1990-03-04",n,114,0,0,0,0,0,0,0,"",0
7450,n,Nanayuri,나나유리,"","",Kim Youngri,김영리,0,female,y,7446,2015,"","",0,,"1991-08-19",n,114,0,0,0,0,0,0,0,"",0
7451,n,Jenna,제나,"","",Kim Minji,김민지,0,female,y,7446,2015,"","",0,,"1997-05-25",n,114,0,0,0,0,0,0,0,"",0
7452,n,Seolyi,설이,"","","","",0,female,y,7446,2016,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7453,y,Chic Angel + cupid,시크엔젤 + 큐피트,"","","","",0,female,n,0,2018,"","",0,,,n,114,0,0,30102,0,0,0,0,"",0
7454,n,CHIC&I's,시크한 아이들,"","","",CHIC&IDLE,450,female,n,0,2020,"","",0,"2020-07-16",,n,114,0,0,52079,0,0,0,0,"{""N"":""시크한아이들"",""I"":""chic_i.s_official"",""M"":""2881098""}",0
7455,n,Loa,로아,"","","","",0,female,y,7454,2023,"","",0,,"2000-11-18",n,108,0,0,0,0,0,0,0,"",0
7456,n,Miku,미쿠,"","","","",0,female,y,7454,2023,"","",0,,"2002-03-01",n,108,0,0,0,0,0,0,0,"",0
7457,n,Lina,린아,"","","","",0,female,y,7454,2023,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7458,n,Men's Tear,맨스티어,"","","","",1079,coed,n,0,2016,"","",0,"2021-06-26",,n,114,0,0,32303283,0,3,0,0,"{""N"":""Men's%20Tear"",""Y"":""UCe9f9MVu4WVCA3tVWtgSswA"",""M"":""3073654""}",0
7459,n,K$AP Rama,K$AP Rama,"","",Choi Jaewoo,최제우,0,male,y,7458,2016,"","",0,,"1997-08-20",n,114,0,0,0,0,0,0,0,"",0
7460,n,Lil Sexy,Lil Sexy,"","",Park Damchae,박담채;Damchae,0,female,y,7458,2016,"","",0,,"1998-02-06",n,114,0,0,0,0,0,0,0,"{""I"":""dddamchae""}",0
7461,n,Poison Mushroom,Poison Mushroom,"","",Jeon Gyeongmin,전경민,0,male,y,7458,2016,"","",0,,"1997-11-30",n,114,0,0,0,0,0,0,0,"{""I"":""gangmintical""}",0
7462,n,Eardrum Buster,Eardrum Buster,"","",Kim Wonsik,김원식;Kim Onesick,0,male,y,7458,2016,"","",0,,"1993-12-13",n,114,0,0,0,0,0,0,0,"{""I"":""onesick_bodda""}",0
7463,n,Yujin Kim,김유진,"","",Yujin Kim,김유진,0,female,y,0,2022,"","",61051,"2022-03-30",,n,114,0,0,38853,0,0,0,2,"{""M"":""2083879""}",0
7464,n,Yoon Youngbae,윤영배,"","",Yoon Youngbae,윤영배,0,male,y,0,2010,"2014","",61052,"2010-11-16",,n,114,0,0,6772,0,0,0,3,"{""N"":""윤영배"",""M"":""10497""}",0
7465,n,Yoon Minseok,윤민석,"","",Yoon Minseok,윤민석,0,male,y,0,1989,"","",0,,,n,114,0,0,0,0,0,0,1,"{""N"":""윤민석"",""M"":""6003""}",0
7466,n,Yetsuby,Yetsuby,"","","",Manda,0,female,y,0,2019,"","",0,"2019-02-20",,n,114,0,0,0,0,0,0,1,"{""I"":""yyetsubyy"",""C"":""yetsuby"",""M"":""2762268""}",0
7467,y,Matt Champion + JENNIE,Matt Champion + 제니,"","","","",0,coed,n,0,2024,"","",0,,,n,114,0,0,0,0,0,0,0,[],0
7468,n,Yesanjok,예산족,"","","","",0,male,n,0,2007,"","",0,,,n,114,0,0,0,0,0,0,1,"{""M"":""26311""}",0
7469,n,Yeoyu and Seolbin,여유와 설빈,"","","","",0,coed,n,0,2016,"","",0,"2017-06-27",,n,114,0,0,0,0,0,0,2,"{""N"":""여유와%20설빈"",""I"":""yeoyu_seolbin"",""F"":""ye0y00"",""M"":""1813574"",""O"":""yeoyu_seolbin""}",0
7470,n,Yeoyu,여유,"","","","",0,male,y,7469,2016,"","",0,,,n,114,0,0,0,0,0,0,0,"{""M"":""746430""}",0
7471,n,Seolbin,설빈,"","","","",0,female,y,7469,2016,"","",0,,,n,114,0,0,0,0,0,0,0,"{""M"":""1813633""}",0
7472,n,Yeon Youngseok,연영석,"","","","",0,male,y,0,1997,"","",0,,,n,114,0,0,0,0,0,0,1,"{""M"":""14922""}",0
7473,n,Yellow Monsters,옐로우 몬스터즈,"","","","",0,male,n,0,2010,"2015","",0,"2010-07-22",,n,114,546,0,0,0,0,0,2,"{""N"":""옐로우%20몬스터즈"",""M"":""486480""}",0
7474,n,Lee Yongwon,이용원,"","",Lee Yongwon,"",0,male,y,7473,1996,"","",0,"2016-02-25","1980-08-23",n,114,0,0,0,0,0,0,0,"{""I"":""leeyongwon_punk"",""N"":""이용원(가수)"",""M"":""440420""}",0
7475,n,Jaehyuk Choi,최재혁,"","",Jaehyuk Choi,"",0,male,y,7473,1997,"","",0,,"1975-04-21",n,114,0,0,0,0,0,0,0,"{""T"":""yellmon"",""M"":""653071""}",0
7477,n,PLAVE,플레이브,"","","","",1080,male,n,0,2023,"",PLLI,0,"2023-03-12",,n,114,1242664,3,33237049,0,83,1,2,"{""K"":""Plave_(band)"",""N"":""PLAVE"",""T"":""plave_official"",""I"":""plave_official"",""F"":""Plave.official"",""Y"":""UCPZIPuQPrfrUG9Xe_okEmQA"",""M"":""3207401"",""O"":""plave_official""}",2
7478,n,ISEGYE IDOL,이세계 아이돌,"","","",ISEDOL;이세돌,0,female,n,0,2021,"","",0,"2021-12-17",,n,114,0,0,0,0,16,0,0,"{""K"":""Isegye_Idol"",""N"":""이세계아이돌"",""M"":""3059851"",""O"":""isegye.idol""}",0
7479,n,YANGDONGHWA,양동화,"","",Yang Donghwa,"",394,male,y,0,2024,"","",61199,"2024-02-18","2003-08-19",n,114,0,0,776650,0,0,0,0,"{""N"":""양동화"",""T"":""YDH_twt"",""I"":""yangdonghwa_official"",""Y"":""UCGbj3-0tyryJbjcvQz58wvg"",""M"":""3476562""}",0
7480,n,VVUP,비비업,"","","","",1081,female,n,0,2024,"","",61203,"2024-03-13",,n,114,0,0,7276672,0,0,0,0,"{""N"":""VVUP"",""T"":""22_vvup_22"",""I"":""22_vvup_22"",""Y"":""UCOCmok56Fc0yODLljdcOS9Q"",""M"":""3743647"",""O"":""22_vvup_22""}",0
7481,n,Hyunny,현희,"","",Kim Hyunhee,김현희,0,female,y,7480,2024,"","",0,,"2005-07-18",n,114,0,0,0,0,0,0,0,"",0
7482,n,Kim,킴,"","",Kimberley Fransa Salim,"",0,female,y,7480,2024,"","",0,,"2006-06-03",n,101,0,0,0,0,0,0,0,"",0
7483,n,Paan,팬,"","",Paan Mekmok,ปาณ เมฆหมอก,0,female,y,7480,2024,"","",0,,"2006-06-22",n,214,0,0,0,0,0,0,0,"",0
7484,n,Suyeon,수연,"","",Lee Suyeon,이수연,0,female,y,7480,2024,"","",0,,"2007-03-31",n,114,0,0,0,0,0,0,0,"",0
7485,n,Nemesis,네미시스,"","","","",269,male,n,0,1997,"","",61206,"2005-09-15",,n,114,2239,0,466638,0,0,0,0,"{""K"":""Nemesis_(South_Korean_band)"",""N"":""네미시스(록밴드)"",""T"":""NEMESIS_Band"",""I"":""band_nemesis"",""F"":""NsisBand"",""Y"":""UCDHYY1WC9dcwcrXRK0dqqTA"",""M"":""161201""}",0
7486,n,Jung Euiseok,정의석,"","",Jung Euiseok,"",0,male,y,7485,1997,"","",0,,"1980-06-05",n,114,0,0,0,0,0,0,0,"",0
7487,n,Choi Seongwoo,최성우,"","",Choi Seongwoo,"",0,male,y,7485,1997,"","",0,,"1980-08-24",n,114,0,0,0,0,0,0,0,"{""I"":""kenjiwoo""}",0
7488,n,Ha Sebin,하세빈,"","",Ha Sebin,"",0,male,y,7485,1997,"","",0,,"1981-01-10",n,114,0,0,0,0,0,0,0,"{""I"":""bluepoem""}",0
7489,n,Noh Seungho,노승호,"","",Noh Seungho,"",0,male,y,7485,1997,"","",0,,"1981-06-19",n,114,0,0,0,0,0,0,0,"{""I"":""shtmdgh64""}",0
7490,n,Jeon Jihwan,전지환,"","",Jeon Gwiseung,전귀승;Minhyuk,0,male,y,7485,1997,"2018","",0,,,n,114,0,0,0,0,0,0,0,[],0
7491,y,Nam Youngjoo + COOING,남영주 + 쿠잉,"","","","",0,female,n,0,2017,"","",0,,,n,114,0,0,4623,0,0,0,0,"",0
7492,n,Lacuna,라쿠나,"","","","",375,male,n,0,2017,"","",0,"2018-12-12",,n,114,0,0,2033992,0,0,0,0,"{""N"":""Lacuna%20(라쿠나)"",""I"":""band_lacuna"",""F"":""BandLacuna"",""Y"":""UCPFSt6-yur8aB0o22j9Cu8Q"",""M"":""2558908"",""C"":""bandlacuna""}",0
7493,n,Jang Kyungmin,장경민,"","",Jang Kyungmin,"",0,male,y,7492,2017,"","",0,,"1998-06-22",n,114,0,0,0,0,0,0,0,"{""I"":""jangnamooa""}",0
7494,n,Jung Minhyuk,정민혁,"","",Jung Minhyuk,"",0,male,y,7492,2017,"","",0,,"1998-11-24",n,114,0,0,0,0,0,0,0,"{""I"":""_mgmh98""}",0
7495,n,Kim Ho,김호,"","",Kim Ho,"",0,male,y,7492,2017,"","",0,,"1998-12-01",n,114,0,0,0,0,0,0,0,"{""I"":""allyoun2dislove""}",0
7496,n,Oh Sak,오이삭,"","",Oh Isak,"",0,male,y,7492,2017,"","",0,,"1998-12-14",n,114,0,0,0,0,0,0,0,"{""I"":""oh_sak""}",0
7497,n,OurR,아월,"","","","",375,coed,n,0,2018,"","",0,"2018-08-16",,n,114,0,0,4113644,0,0,0,0,"{""N"":""OurR"",""I"":""ourr_official"",""F"":""ourrofficial"",""Y"":""UC4LA40w3m2nztbSeSgOv5Uw"",""M"":""2243371""}",0
7498,n,Hong Dahye,홍다혜,"","",Hong Dahye,"",0,female,y,7497,2018,"","",0,,"1996-11-08",n,114,0,0,0,0,0,0,0,"{""I"":""hey_hyea""}",0
7499,n,Lee Hoiwon,이회원,"","",Lee Hoiwon,"",0,male,y,7497,2018,"","",0,,"1996-04-27",n,114,0,0,0,0,0,0,0,"{""I"":""member_1996""}",0
7500,n,Park Jinkyu,박진규,"","",Park Jinkyu,"",0,male,y,7497,2018,"","",0,,"1996-04-12",n,114,0,0,0,0,0,0,0,"{""I"":""kyurv""}",0
7501,y,pH-1 + GSoul + BIG Naughty + Jay Park,박준원 + 지소울 + 빅나티 + 박재범,"","","","",0,male,n,0,2020,"","",0,,,n,114,0,0,3281609,0,0,0,0,"",0
7502,y,Coogie + SUPERBEE + D.Ark,쿠기 + 수퍼비 + 디아크,"","","","",0,male,n,0,2018,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7503,y,Hangzoo + YANGHONGWON + Hash Swan + Killagramz,행주 + 양홍원 + 해쉬스완 + 킬라그램,"","","","",0,male,n,0,2017,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7504,y,Sik-K + Haon + pH-1 + Woodie Gochild + Jay Park,식케이 + 김하온 + 박준원 + 우디고차일드 + 박재범,"","","","",0,male,n,0,2019,"","",0,,,n,114,0,0,7563214,0,0,0,0,"",0
7505,y,Yang Yoseob + Jeong Eunji,양요섭 + 정은지,"","","","",0,coed,n,0,2016,"","",0,,,n,114,0,0,25007456,0,51,0,0,"",1
7506,y,Gaeko + OUREALGOAT + SINCE + Ahn Byeong Woong + Tabber + Gwangil Jo,개코 + 아우릴고트 + 신스 + 안병웅 + 태버 + 조광일,"","","","",0,coed,n,0,2021,"","",0,,,n,114,0,0,2784428,0,0,0,0,"",0
7507,n,NND,엔엔디,"","","","",1082,male,n,0,2024,"","",61428,"2024-03-16",,n,114,0,0,335606,0,0,0,0,"{""T"":""NND316_"",""I"":""nnd316_"",""Y"":""UC0vVZrKp-SxYv7z09lIV61Q"",""M"":""3746474"",""O"":""nnd316_""}",0
7508,n,DAYN,데인,"","","","",0,male,y,7507,2024,"","",0,,,n,114,0,0,0,0,0,0,0,"{""I"":""jin_hox2n""}",0
7509,n,Youngjun,영준,"","","","",0,male,y,7507,2024,"","",0,,,n,114,0,0,0,0,0,0,0,"{""I"":""youn9wns""}",0
7510,n,Yangbans,양반들,"","","",Noblemen,1083,male,n,0,2014,"","",0,"2014-08-05",,n,114,0,0,0,0,0,0,1,"{""N"":""양반들"",""M"":""781032""}",0
7511,n,Jun Bumsun,전범선,"","","",Jeon Beomseon,388,male,y,7510,2012,"","",0,"2012-01-31","1991-07-24",n,114,0,0,0,0,0,0,0,"{""N"":""전범선"",""M"":""626452""}",0
7512,n,Noogi,Noogi,"","","",Nugi,388,male,y,7510,2014,"","",0,,"1993-03-26",n,114,0,0,0,0,0,0,0,"{""M"":""2559496""}",0
7513,n,Lee Jihoon,이지훈,"","","","",0,male,y,7510,2014,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7514,n,Strawberry,딸기,"","","","",0,male,y,7510,2014,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7515,n,Yoon Seongho,윤성호,"","","","",0,male,y,7510,2014,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7516,n,Yang Bangeon,양방언,"","",Ryo Kunihiko;梁 邦彦,"",1084,male,y,0,1996,"","",0,"1996-11-04","1960-01-01",n,108,4553,0,0,0,0,0,1,"{""N"":""양방언"",""I"":""yangbangean_ryokunihiko"",""F"":""yangbangean"",""Y"":""UCTgeykxZyx3V78IdGaQQ_KQ"",""M"":""3663""}",0
7517,n,XXX,XXX,"","","",XXXX; X&XX; XxXX,874,male,n,0,2016,"","",0,"2016-07-09",,n,114,5530,0,0,0,0,0,1,"{""N"":""XXX(가수)"",""I"":""x_x_x.jpeg"",""F"":""kimximyaxfrnk"",""M"":""991181"",""C"":""xxxofficial""}",0
7518,n,Kim Ximya,김심야,"","",Kim Dong Hyun,김동현,874,male,y,7517,2016,"","",0,,"1995-07-21",n,114,4180,0,0,0,0,0,0,"{""I"":""kimximyada"",""M"":""991182"",""N"":""김심야"",""C"":""ximvol""}",0
7519,n,FRNK,FRNK,"","",Jinsu Park,박진수; 프랭크,874,male,y,7517,2016,"","",0,,"1993-08-28",n,114,0,0,0,0,0,0,0,"{""I"":""freerangeneighborkid"",""N"":""FRNK"",""M"":""991183""}",0
7520,n,Woong San,웅산,"","",Kim EunYoung,雄山,0,female,y,0,2002,"","",0,"2003-12-12","1973-04-18",n,114,5823,0,0,0,0,0,2,"{""N"":""웅산"",""T"":""woongsan"",""I"":""woongsanjazz"",""F"":""woongsan"",""M"":""3266""}",0
7521,n,Chunja,춘자,"","",Hong Sooyeon,new lian;뉴리안;홍수연,1085,female,y,0,2001,"","",0,"2004-10-15","1976-04-05",n,114,0,0,0,0,0,0,1,"{""K"":""Chunja_(singer)"",""N"":""춘자(가수)"",""I"":""djchunja"",""F"":""profile.php?id=100007041935837"",""Y"":""UC3PAYYRc-HK7pWDDc7rvpIQ"",""M"":""161092""}",0
7522,n,Pearl,진주,"","",Joo Jin,Jin Ju;주진,1086,female,y,0,1997,"","",0,"1997-12-17","1980-07-04",n,114,0,0,0,0,0,0,1,"{""K"":""Pearl_(singer)"",""N"":""진주(가수)"",""M"":""2924""}",0
7523,n,Jung Ilwoo,정일우,"","",Jung Ilwoo,"",1087,male,y,0,2006,"","",0,,"1987-09-09",n,114,0,0,0,0,0,0,1,"{""K"":""Jung_Il-woo"",""N"":""정일우"",""T"":""Actorjungilwoo"",""I"":""jilwww"",""F"":""Officialjungilwoo"",""Y"":""UCayJU4su1llcaOWMOGnJtlw"",""M"":""530590"",""W"":""www.studio252.co.kr\/artist\/artist.php?ptype=view&idx=4&page=1&code=artist""}",0
7524,n,Kim Hyun Jung,김현정,"","",Kim Hyunjung,"",1088,female,y,0,1997,"","",0,"1997-04-08","1976-04-04",n,114,0,0,0,0,14,0,1,"{""K"":""Kim_Hyun-jung_(singer)"",""N"":""김현정"",""I"":""bigmessage.hk"",""Y"":""UCGmhljrNpnueQ96szX8ec4A"",""M"":""1177"",""W"":""kimhyunjung.net""}",0
7525,n,Lee Joon Gi,이준기,"","",Lee Joon Gi,"",0,male,y,0,2001,"","",0,"2006-06-12","1982-04-17",n,114,19634,0,0,0,1,0,1,"{""K"":""Lee_Joon-gi"",""N"":""이준기"",""M"":""184019""}",0
7526,n,No Brain,노브레인,"","","","",780,male,n,0,1996,"","",0,"1997-09-23",,n,114,0,0,346222,0,0,0,4,"{""K"":""No_Brain"",""N"":""노브레인"",""T"":""OfficialNoBrain"",""I"":""officialnobrain"",""F"":""OfficialNoBrain"",""Y"":""UCGPvIaYhnCk5Ks9nqIJyGqg"",""M"":""100829"",""W"":""www.roxtamuzik.com\/nobrain""}",0
7527,n,Bulldaegal,불대갈,"","",Lee Seongwoo,이성우,0,male,y,7526,1996,"","",0,,"1976-12-08",n,114,0,0,0,0,0,0,0,"",0
7528,n,VOVO,보보,"","",Jung Minjoon,정민준,0,male,y,7526,1996,"","",0,,"1980-04-19",n,114,0,0,0,0,0,0,0,"",0
7529,n,BBogle,뽀글,"","",Jeong Wooyong,"",0,male,y,7526,1996,"","",0,,"1982-03-02",n,114,0,0,0,0,0,0,0,[],0
7530,n,Hyoonga,달리,"","",Hwang Hyunseong,황현성,0,male,y,7526,1996,"","",0,,"1978-06-20",n,114,0,0,0,0,0,0,0,"",0
7531,n,Cha Cha,차차,"","",Cha Seungwoo,차승우,0,male,y,7526,1996,"","",0,"2018-07-19","1978-07-27",n,114,0,0,0,0,0,0,0,"{""I"":""seungwoocha"",""N"":""차승우"",""M"":""4445"",""F"":""seungwoo.cha.5""}",0
7532,n,Jany,쟈니,"","",Jeong Jaehwan,정재환,0,male,y,7526,1996,"2007","",0,,"1978-08-01",n,114,0,0,0,0,0,0,0,[],0
7533,n,Kim Jung Joon,김정준,"","",Kim Jung Joon,"",0,male,y,7526,2000,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
7534,n,Park Jin,박진,"","",Park Jin,"",0,male,y,7526,1996,"1997","",0,,,n,114,0,0,0,0,0,0,0,[],0
7535,n,Kim Minseop,김민섭,"","",Kim Minseop,"",0,male,y,7526,2003,"","",0,,"1984-04-09",n,114,0,0,0,0,0,0,0,"",0
7536,y,No Brain + Ahn Yeeun,노브레인 + 안예은,"","","","",0,coed,n,0,2021,"","",0,,,n,114,0,0,21858,0,0,0,0,"",0
7537,y,Viann x Khundi Panda,비앙 + 쿤디판다,"","","","",0,male,n,0,2019,"","",0,,,n,114,0,0,24958,0,0,0,1,"{""M"":""2018815""}",0
